[00:01:01] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:146.96, Pre:N/A, Post:N/A) | Calculated: 6.8264 | Diff: N/A
[06:07:45] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:08:53] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:10:01] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:11:09] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:12:17] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:13:25] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:14:33] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:15:42] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:16:51] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:17:59] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:19:07] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:20:15] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:21:23] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:22:31] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:23:40] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:24:49] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:25:59] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:27:07] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:28:15] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:29:23] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:30:31] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:31:39] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:32:47] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:33:59] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:35:07] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:36:15] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:37:23] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:38:31] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:39:40] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:40:49] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:41:58] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:43:06] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:44:15] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:45:23] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:46:32] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:47:40] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:48:48] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:49:56] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:51:04] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:52:12] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:53:20] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:54:29] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:55:37] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:56:45] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:57:54] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[06:59:02] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:00:11] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:01:20] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:02:29] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:03:38] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:04:47] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:05:55] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:07:03] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:08:12] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:09:20] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:10:28] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:11:36] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:12:44] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:13:52] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:15:00] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:16:11] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:17:19] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:18:27] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:19:36] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:20:44] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:21:52] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:23:00] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:24:08] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:25:16] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:26:24] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:27:32] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:28:40] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:29:48] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:30:57] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:32:05] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:33:15] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:34:22] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:35:31] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:36:39] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:37:47] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:38:55] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:40:03] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:41:11] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:42:18] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:43:27] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:44:36] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:45:44] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:47:02] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:48:10] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:49:18] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:50:26] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:51:35] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:52:48] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:53:56] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:55:04] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:56:12] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:57:20] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:58:28] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[07:59:36] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:00:44] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:01:52] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:03:00] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:04:08] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:05:16] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:06:24] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:07:32] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:08:40] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:09:48] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:10:56] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:12:07] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:13:15] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:14:24] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:15:31] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:16:41] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:17:50] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:18:58] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:20:06] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:21:14] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:22:22] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:23:30] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:24:37] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:25:45] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:26:53] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:28:01] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:29:09] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:30:17] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:31:25] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:32:33] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:33:41] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:34:49] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:35:57] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:37:04] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:38:13] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:39:21] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:40:31] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:41:38] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:42:46] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:43:54] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:45:02] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:46:11] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:47:20] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:48:28] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:49:35] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:50:44] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:51:53] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:53:01] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:54:09] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:55:18] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:56:25] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:57:33] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:58:43] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[08:59:51] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:00:59] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:02:07] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:03:15] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:04:24] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:05:32] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:06:40] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:07:47] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
