[07:42:55] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[15:47:51] OCR Snapshot: 6.7029 | USD/KZT: 457.69 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7080 | Diff: 0.08%
[15:48:59] OCR Snapshot: 6.7029 | USD/KZT: 457.69 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7080 | Diff: 0.08%
[15:50:08] OCR Snapshot: 6.7029 | USD/KZT: 458.25 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7160 | Diff: 0.20%
[15:51:16] OCR Snapshot: 6.7029 | USD/KZT: 458.25 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7160 | Diff: 0.20%
[15:52:24] OCR Snapshot: 6.7029 | USD/KZT: 458.25 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7160 | Diff: 0.20%
[15:53:32] OCR Snapshot: 6.7029 | USD/KZT: 458.25 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7160 | Diff: 0.20%
[15:54:41] OCR Snapshot: 6.7029 | USD/KZT: 458.25 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7160 | Diff: 0.20%
[15:55:49] OCR Snapshot: 6.7029 | USD/KZT: 458.25 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7160 | Diff: 0.20%
[15:56:58] OCR Snapshot: 6.7029 | USD/KZT: 458.25 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7160 | Diff: 0.20%
[15:58:06] OCR Snapshot: 6.7029 | USD/KZT: 458.25 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7160 | Diff: 0.20%
[15:59:15] OCR Snapshot: 6.7029 | USD/KZT: 458.25 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7160 | Diff: 0.20%
[16:00:23] OCR Snapshot: 6.7029 | USD/KZT: 458.25 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7160 | Diff: 0.20%
[16:01:31] OCR Snapshot: 6.7029 | USD/KZT: 458.17 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7149 | Diff: 0.18%
[16:02:39] OCR Snapshot: 6.7029 | USD/KZT: 458.17 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7149 | Diff: 0.18%
[16:03:48] OCR Snapshot: 6.7029 | USD/KZT: 458.17 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7149 | Diff: 0.18%
[16:04:56] OCR Snapshot: 6.7029 | USD/KZT: 458.17 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7149 | Diff: 0.18%
[16:06:05] OCR Snapshot: 6.7029 | USD/KZT: 458.17 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7149 | Diff: 0.18%
[16:07:14] OCR Snapshot: 6.7029 | USD/KZT: 458.17 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7149 | Diff: 0.18%
[16:08:22] OCR Snapshot: 6.7029 | USD/KZT: 458.17 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7149 | Diff: 0.18%
[16:09:31] OCR Snapshot: 6.7029 | USD/KZT: 458.17 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7149 | Diff: 0.18%
[16:10:39] OCR Snapshot: 6.7029 | USD/KZT: 458.17 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.7149 | Diff: 0.18%
[16:11:47] OCR Snapshot: 6.7029 | USD/KZT: 458.38 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7566 | Diff: 0.79%
[16:12:55] OCR Snapshot: 6.7029 | USD/KZT: 458.38 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7566 | Diff: 0.79%
[16:14:03] OCR Snapshot: 6.7029 | USD/KZT: 458.38 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7566 | Diff: 0.79%
[16:15:12] OCR Snapshot: 6.7029 | USD/KZT: 458.38 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7566 | Diff: 0.79%
[16:16:20] OCR Snapshot: 6.7029 | USD/KZT: 458.38 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7566 | Diff: 0.79%
[16:17:29] OCR Snapshot: 6.7029 | USD/KZT: 458.38 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7566 | Diff: 0.79%
[16:18:37] OCR Snapshot: 6.7029 | USD/KZT: 458.38 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7566 | Diff: 0.79%
[16:19:45] OCR Snapshot: 6.7029 | USD/KZT: 458.38 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7566 | Diff: 0.79%
[16:20:54] OCR Snapshot: 6.7029 | USD/KZT: 458.88 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7638 | Diff: 0.90%
[16:22:03] OCR Snapshot: 6.7029 | USD/KZT: 458.88 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7638 | Diff: 0.90%
[16:23:11] OCR Snapshot: 6.7029 | USD/KZT: 458.88 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7638 | Diff: 0.90%
[16:24:20] OCR Snapshot: 6.7029 | USD/KZT: 458.88 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7638 | Diff: 0.90%
[16:25:28] OCR Snapshot: 6.7029 | USD/KZT: 458.88 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7638 | Diff: 0.90%
[16:26:36] OCR Snapshot: 6.7029 | USD/KZT: 458.88 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7638 | Diff: 0.90%
[16:27:44] OCR Snapshot: 6.7029 | USD/KZT: 458.88 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7638 | Diff: 0.90%
[16:28:52] OCR Snapshot: 6.7029 | USD/KZT: 458.88 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7638 | Diff: 0.90%
[16:30:01] OCR Snapshot: 6.7029 | USD/KZT: 458.88 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7638 | Diff: 0.90%
[16:31:09] OCR Snapshot: 6.7029 | USD/KZT: 459.25 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7693 | Diff: 0.98%
[16:32:18] OCR Snapshot: 6.7029 | USD/KZT: 459.25 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7693 | Diff: 0.98%
[16:33:26] OCR Snapshot: 6.7029 | USD/KZT: 459.25 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7693 | Diff: 0.98%
[16:34:34] OCR Snapshot: 6.7029 | USD/KZT: 459.25 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7693 | Diff: 0.98%
[16:35:42] OCR Snapshot: 6.7029 | USD/KZT: 459.25 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7693 | Diff: 0.98%
[16:36:51] OCR Snapshot: 6.7029 | USD/KZT: 459.25 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7693 | Diff: 0.98%
[16:37:59] OCR Snapshot: 6.7029 | USD/KZT: 459.25 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7693 | Diff: 0.98%
[16:39:08] OCR Snapshot: 6.7029 | USD/KZT: 459.25 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7693 | Diff: 0.98%
[16:40:16] OCR Snapshot: 6.7029 | USD/KZT: 458.92 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7644 | Diff: 0.91%
[16:41:24] OCR Snapshot: 6.7029 | USD/KZT: 458.92 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7644 | Diff: 0.91%
[16:42:33] OCR Snapshot: 6.7029 | USD/KZT: 458.92 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7644 | Diff: 0.91%
[16:43:41] OCR Snapshot: 6.7029 | USD/KZT: 458.92 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7644 | Diff: 0.91%
[16:44:51] OCR Snapshot: 6.7029 | USD/KZT: 458.92 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7644 | Diff: 0.91%
[16:45:59] OCR Snapshot: 6.7029 | USD/KZT: 458.92 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7644 | Diff: 0.91%
[16:47:07] OCR Snapshot: 6.7029 | USD/KZT: 458.92 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7644 | Diff: 0.91%
[16:48:16] OCR Snapshot: 6.7029 | USD/KZT: 458.92 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7644 | Diff: 0.91%
[16:49:24] OCR Snapshot: 6.7029 | USD/KZT: 458.92 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7644 | Diff: 0.91%
[16:50:32] OCR Snapshot: 6.7029 | USD/KZT: 458.67 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7607 | Diff: 0.86%
[16:51:40] OCR Snapshot: 6.7029 | USD/KZT: 458.67 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7607 | Diff: 0.86%
[16:52:49] OCR Snapshot: 6.7029 | USD/KZT: 458.67 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7607 | Diff: 0.86%
[16:53:57] OCR Snapshot: 6.7029 | USD/KZT: 458.67 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7607 | Diff: 0.86%
[16:55:05] OCR Snapshot: 6.7029 | USD/KZT: 458.67 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7607 | Diff: 0.86%
[16:56:13] OCR Snapshot: 6.7029 | USD/KZT: 458.67 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7607 | Diff: 0.86%
[16:57:21] OCR Snapshot: 6.7029 | USD/KZT: 458.67 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7607 | Diff: 0.86%
[16:58:29] OCR Snapshot: 6.7029 | USD/KZT: 458.67 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7607 | Diff: 0.86%
[16:59:38] OCR Snapshot: 6.7029 | USD/KZT: 458.67 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7607 | Diff: 0.86%
[17:00:46] OCR Snapshot: 6.7029 | USD/KZT: 458.67 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7607 | Diff: 0.86%
[17:01:55] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:03:04] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:04:12] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:05:20] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:06:28] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:07:36] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:08:44] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:09:52] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:11:00] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:12:09] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:13:17] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:14:25] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:15:33] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:16:41] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:17:50] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:18:59] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:20:07] OCR Snapshot: 6.7029 | USD/KZT: 458.81 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7628 | Diff: 0.89%
[17:21:16] OCR Snapshot: 6.7029 | USD/KZT: 458.81 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7628 | Diff: 0.89%
[17:22:24] OCR Snapshot: 6.7029 | USD/KZT: 458.81 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7628 | Diff: 0.89%
[17:23:33] OCR Snapshot: 6.7029 | USD/KZT: 458.81 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7628 | Diff: 0.89%
[17:24:41] OCR Snapshot: 6.7029 | USD/KZT: 458.81 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7628 | Diff: 0.89%
[17:25:50] OCR Snapshot: 6.7029 | USD/KZT: 458.81 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7628 | Diff: 0.89%
[17:26:59] OCR Snapshot: 6.7029 | USD/KZT: 458.81 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7628 | Diff: 0.89%
[17:28:07] OCR Snapshot: 6.7029 | USD/KZT: 458.81 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7628 | Diff: 0.89%
[17:29:15] OCR Snapshot: 6.7029 | USD/KZT: 458.81 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7628 | Diff: 0.89%
[17:30:24] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:31:32] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:32:41] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:33:49] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:34:57] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:36:05] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:37:13] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:38:21] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:39:29] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:40:37] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:41:45] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:42:53] OCR Snapshot: 6.7029 | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: 0.78%
[17:44:01] OCR Snapshot: N/A | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: N/A
[17:45:08] OCR Snapshot: N/A | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: N/A
[17:46:16] OCR Snapshot: N/A | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: N/A
[17:47:24] OCR Snapshot: N/A | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: N/A
[17:48:32] OCR Snapshot: N/A | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: N/A
[17:49:40] OCR Snapshot: N/A | USD/KZT: 458.32 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7557 | Diff: N/A
[17:50:48] OCR Snapshot: N/A | USD/KZT: 459.31 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7703 | Diff: N/A
[17:51:55] OCR Snapshot: N/A | USD/KZT: 459.31 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7703 | Diff: N/A
[17:53:03] OCR Snapshot: N/A | USD/KZT: 459.31 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7703 | Diff: N/A
[17:54:11] OCR Snapshot: N/A | USD/KZT: 459.31 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7703 | Diff: N/A
[17:55:19] OCR Snapshot: N/A | USD/KZT: 459.31 | FRHC: (Live:148.11, Pre:147.40, Post:N/A) | Calculated: 6.7703 | Diff: N/A
[17:56:27] OCR Snapshot: N/A | USD/KZT: 459.31 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8093 | Diff: N/A
[17:57:35] OCR Snapshot: N/A | USD/KZT: 459.31 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8093 | Diff: N/A
[17:58:43] OCR Snapshot: N/A | USD/KZT: 459.31 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8093 | Diff: N/A
[17:59:50] OCR Snapshot: N/A | USD/KZT: 459.31 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8093 | Diff: N/A
[18:00:58] OCR Snapshot: N/A | USD/KZT: 459.40 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8107 | Diff: N/A
[18:02:07] OCR Snapshot: N/A | USD/KZT: 459.40 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8107 | Diff: N/A
[18:03:14] OCR Snapshot: N/A | USD/KZT: 459.40 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8107 | Diff: N/A
[18:04:22] OCR Snapshot: N/A | USD/KZT: 459.40 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8107 | Diff: N/A
[18:05:31] OCR Snapshot: N/A | USD/KZT: 459.40 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8107 | Diff: N/A
[18:06:39] OCR Snapshot: N/A | USD/KZT: 459.40 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8107 | Diff: N/A
[18:07:47] OCR Snapshot: N/A | USD/KZT: 459.40 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8107 | Diff: N/A
[18:08:54] OCR Snapshot: N/A | USD/KZT: 459.40 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8107 | Diff: N/A
[18:10:02] OCR Snapshot: N/A | USD/KZT: 459.40 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8107 | Diff: N/A
[18:11:10] OCR Snapshot: N/A | USD/KZT: 459.39 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8105 | Diff: N/A
[18:12:18] OCR Snapshot: N/A | USD/KZT: 459.39 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8105 | Diff: N/A
[18:13:26] OCR Snapshot: N/A | USD/KZT: 459.39 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8105 | Diff: N/A
[18:14:34] OCR Snapshot: N/A | USD/KZT: 459.39 | FRHC: (Live:148.11, Pre:148.25, Post:N/A) | Calculated: 6.8105 | Diff: N/A
[18:15:41] OCR Snapshot: N/A | USD/KZT: 459.39 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8000 | Diff: N/A
[18:16:49] OCR Snapshot: N/A | USD/KZT: 459.39 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8000 | Diff: N/A
[18:17:57] OCR Snapshot: N/A | USD/KZT: 459.39 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8000 | Diff: N/A
[18:19:04] OCR Snapshot: N/A | USD/KZT: 459.39 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8000 | Diff: N/A
[18:20:12] OCR Snapshot: N/A | USD/KZT: 459.49 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8013 | Diff: N/A
[18:21:20] OCR Snapshot: N/A | USD/KZT: 459.49 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8013 | Diff: N/A
[18:22:28] OCR Snapshot: 6.7697 | USD/KZT: 459.49 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8013 | Diff: 0.46%
[18:23:36] OCR Snapshot: 6.7697 | USD/KZT: 459.49 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8013 | Diff: 0.46%
[18:24:44] OCR Snapshot: 6.7697 | USD/KZT: 459.49 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8013 | Diff: 0.46%
[18:25:53] OCR Snapshot: 6.7697 | USD/KZT: 459.49 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8013 | Diff: 0.46%
[18:27:01] OCR Snapshot: 6.7697 | USD/KZT: 459.49 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8013 | Diff: 0.46%
[18:28:09] OCR Snapshot: 6.7697 | USD/KZT: 459.49 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8013 | Diff: 0.46%
[18:29:17] OCR Snapshot: 6.7697 | USD/KZT: 459.49 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8013 | Diff: 0.46%
[18:30:31] OCR Snapshot: 6.7697 | USD/KZT: 459.42 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8045 | Diff: 0.51%
[18:31:41] OCR Snapshot: 6.7514 | USD/KZT: 459.50 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8056 | Diff: 0.80%
[18:32:51] OCR Snapshot: 6.7514 | USD/KZT: 459.50 | FRHC: (Live:148.11, Pre:148.02, Post:N/A) | Calculated: 6.8056 | Diff: 0.80%
[18:34:00] OCR Snapshot: 6.7514 | USD/KZT: 459.50 | FRHC: (Live:148.11, Pre:N/A, Post:N/A) | Calculated: 6.8056 | Diff: 0.80%
[18:35:10] OCR Snapshot: 6.7514 | USD/KZT: 459.50 | FRHC: (Live:148.11, Pre:N/A, Post:N/A) | Calculated: 6.8056 | Diff: 0.80%
[18:36:18] OCR Snapshot: 6.7514 | USD/KZT: 459.50 | FRHC: (Live:148.11, Pre:N/A, Post:N/A) | Calculated: 6.8056 | Diff: 0.80%
[18:37:27] OCR Snapshot: 6.7514 | USD/KZT: 459.50 | FRHC: (Live:148.11, Pre:N/A, Post:N/A) | Calculated: 6.8056 | Diff: 0.80%
[18:38:36] OCR Snapshot: 6.7514 | USD/KZT: 459.50 | FRHC: (Live:148.11, Pre:N/A, Post:N/A) | Calculated: 6.8056 | Diff: 0.80%
[18:39:45] OCR Snapshot: 6.7514 | USD/KZT: 459.50 | FRHC: (Live:148.11, Pre:N/A, Post:N/A) | Calculated: 6.8056 | Diff: 0.80%
[18:40:53] OCR Snapshot: 6.7514 | USD/KZT: 460.01 | FRHC: (Live:148.11, Pre:N/A, Post:N/A) | Calculated: 6.8133 | Diff: 0.91%
[18:42:02] OCR Snapshot: 6.7514 | USD/KZT: 460.01 | FRHC: (Live:149.77, Pre:N/A, Post:N/A) | Calculated: 6.8896 | Diff: 2.01%
[18:43:11] OCR Snapshot: 6.7514 | USD/KZT: 460.01 | FRHC: (Live:149.77, Pre:N/A, Post:N/A) | Calculated: 6.8896 | Diff: 2.01%
[18:44:20] OCR Snapshot: 6.7514 | USD/KZT: 460.01 | FRHC: (Live:149.77, Pre:N/A, Post:N/A) | Calculated: 6.8896 | Diff: 2.01%
[18:45:29] OCR Snapshot: 6.7898 | USD/KZT: 460.01 | FRHC: (Live:149.77, Pre:N/A, Post:N/A) | Calculated: 6.8896 | Diff: 1.45%
[18:46:37] OCR Snapshot: 6.7898 | USD/KZT: 460.01 | FRHC: (Live:149.77, Pre:N/A, Post:N/A) | Calculated: 6.8896 | Diff: 1.45%
[18:47:46] OCR Snapshot: 6.8127 | USD/KZT: 460.01 | FRHC: (Live:149.77, Pre:N/A, Post:N/A) | Calculated: 6.8896 | Diff: 1.12%
[18:48:55] OCR Snapshot: 6.8109 | USD/KZT: 460.01 | FRHC: (Live:149.77, Pre:N/A, Post:N/A) | Calculated: 6.8896 | Diff: 1.14%
[18:50:03] OCR Snapshot: 6.8109 | USD/KZT: 460.01 | FRHC: (Live:149.77, Pre:N/A, Post:N/A) | Calculated: 6.8896 | Diff: 1.14%
