[00:01:10] OCR Snapshot: 6.9787 | USD/KZT: 459.80 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0382 | Diff: 0.84%
[06:40:03] OCR Snapshot: N/A | USD/KZT: 461.45 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0049 | Diff: N/A
[06:41:16] OCR Snapshot: N/A | USD/KZT: 460.38 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9885 | Diff: N/A
[06:42:29] OCR Snapshot: N/A | USD/KZT: 460.38 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9885 | Diff: N/A
[06:43:42] OCR Snapshot: N/A | USD/KZT: 460.38 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9885 | Diff: N/A
[06:44:54] OCR Snapshot: N/A | USD/KZT: 460.38 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9885 | Diff: N/A
[06:46:10] OCR Snapshot: N/A | USD/KZT: 460.38 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9885 | Diff: N/A
[06:47:23] OCR Snapshot: N/A | USD/KZT: 460.38 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9885 | Diff: N/A
[06:48:35] OCR Snapshot: N/A | USD/KZT: 460.38 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9885 | Diff: N/A
[06:49:49] OCR Snapshot: N/A | USD/KZT: 460.38 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9885 | Diff: N/A
[06:51:01] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[06:52:14] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[06:53:27] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[06:54:43] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[06:55:55] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[06:57:09] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[06:58:24] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[06:59:40] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[07:01:02] OCR Snapshot: N/A | USD/KZT: 459.92 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9816 | Diff: N/A
[07:02:15] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[07:03:28] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[07:04:41] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[07:05:57] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[07:07:09] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[07:08:23] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[07:09:36] OCR Snapshot: N/A | USD/KZT: 460.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9882 | Diff: N/A
[07:10:50] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:12:04] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:13:19] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:14:32] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:15:45] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:17:00] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:18:13] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:19:25] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:20:39] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:21:52] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:23:07] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:24:20] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:25:35] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:26:51] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:28:05] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:29:18] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:30:34] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:31:48] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:33:04] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:34:17] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:35:31] OCR Snapshot: N/A | USD/KZT: 459.80 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9798 | Diff: N/A
[07:36:48] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:38:04] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:39:21] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:40:37] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:41:53] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:43:10] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:44:26] OCR Snapshot: N/A | USD/KZT: 459.80 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9798 | Diff: N/A
[07:45:43] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:47:00] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:48:16] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:49:33] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:50:44] OCR Snapshot: N/A | USD/KZT: 459.80 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9798 | Diff: N/A
[07:51:59] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:53:16] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:54:32] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:55:46] OCR Snapshot: N/A | USD/KZT: 459.80 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9798 | Diff: N/A
[07:57:02] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:58:16] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[07:59:33] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:00:49] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:02:03] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:03:19] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:04:38] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:05:54] OCR Snapshot: N/A | USD/KZT: 459.80 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9798 | Diff: N/A
[08:07:11] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:08:27] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:09:46] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:11:00] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:12:16] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:13:33] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:14:49] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:16:03] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:17:19] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:18:32] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:19:49] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:21:05] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:22:18] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:23:34] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:24:48] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:26:04] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:27:24] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:28:40] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:29:57] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:31:13] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:32:29] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:33:46] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:35:02] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:36:18] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:37:31] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:38:45] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:40:01] OCR Snapshot: N/A | USD/KZT: 460.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9850 | Diff: N/A
[08:41:17] OCR Snapshot: N/A | USD/KZT: 460.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9943 | Diff: N/A
[08:42:31] OCR Snapshot: N/A | USD/KZT: 460.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9943 | Diff: N/A
[08:43:47] OCR Snapshot: N/A | USD/KZT: 460.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9943 | Diff: N/A
[08:45:00] OCR Snapshot: N/A | USD/KZT: 460.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9943 | Diff: N/A
[08:46:17] OCR Snapshot: N/A | USD/KZT: 460.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9943 | Diff: N/A
[08:47:37] OCR Snapshot: N/A | USD/KZT: 460.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9943 | Diff: N/A
[08:48:53] OCR Snapshot: N/A | USD/KZT: 460.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9943 | Diff: N/A
[08:50:10] OCR Snapshot: N/A | USD/KZT: 460.75 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9943 | Diff: N/A
[08:51:28] OCR Snapshot: N/A | USD/KZT: 460.71 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9937 | Diff: N/A
[08:52:44] OCR Snapshot: N/A | USD/KZT: 460.71 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9937 | Diff: N/A
[08:54:00] OCR Snapshot: N/A | USD/KZT: 460.71 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9937 | Diff: N/A
[08:55:16] OCR Snapshot: N/A | USD/KZT: 460.71 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9937 | Diff: N/A
[08:56:33] OCR Snapshot: N/A | USD/KZT: 460.71 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9937 | Diff: N/A
[08:57:49] OCR Snapshot: N/A | USD/KZT: 460.71 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9937 | Diff: N/A
[08:59:06] OCR Snapshot: N/A | USD/KZT: 460.71 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9937 | Diff: N/A
[09:00:23] OCR Snapshot: N/A | USD/KZT: 460.76 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9944 | Diff: N/A
[09:01:39] OCR Snapshot: N/A | USD/KZT: 460.76 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9944 | Diff: N/A
[09:02:56] OCR Snapshot: N/A | USD/KZT: 460.76 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9944 | Diff: N/A
[09:04:09] OCR Snapshot: N/A | USD/KZT: 460.76 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9944 | Diff: N/A
[09:05:26] OCR Snapshot: N/A | USD/KZT: 460.76 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9944 | Diff: N/A
[09:06:42] OCR Snapshot: N/A | USD/KZT: 460.76 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9944 | Diff: N/A
[09:07:58] OCR Snapshot: N/A | USD/KZT: 460.76 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9944 | Diff: N/A
[09:09:12] OCR Snapshot: N/A | USD/KZT: 460.76 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9944 | Diff: N/A
[09:10:29] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:11:45] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:12:58] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:14:14] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:15:31] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:16:48] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:18:04] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:19:21] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:20:37] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:21:51] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:23:06] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:24:21] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:25:37] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:26:54] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:28:10] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:29:27] OCR Snapshot: N/A | USD/KZT: 461.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 7.0028 | Diff: N/A
[09:30:44] OCR Snapshot: N/A | USD/KZT: 460.54 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9909 | Diff: N/A
[09:32:00] OCR Snapshot: N/A | USD/KZT: 460.54 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9909 | Diff: N/A
[09:33:17] OCR Snapshot: N/A | USD/KZT: 460.54 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9909 | Diff: N/A
[09:34:34] OCR Snapshot: N/A | USD/KZT: 460.54 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9909 | Diff: N/A
[09:35:50] OCR Snapshot: N/A | USD/KZT: 460.54 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9909 | Diff: N/A
[09:37:11] OCR Snapshot: N/A | USD/KZT: 460.54 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9909 | Diff: N/A
[09:38:31] OCR Snapshot: N/A | USD/KZT: 460.54 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9909 | Diff: N/A
[09:39:55] OCR Snapshot: N/A | USD/KZT: 460.54 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9909 | Diff: N/A
[09:41:17] OCR Snapshot: N/A | USD/KZT: 460.52 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9908 | Diff: N/A
[09:42:42] OCR Snapshot: N/A | USD/KZT: 460.52 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9908 | Diff: N/A
[09:44:07] OCR Snapshot: N/A | USD/KZT: 460.52 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9908 | Diff: N/A
[09:45:35] OCR Snapshot: N/A | USD/KZT: 460.52 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9908 | Diff: N/A
[09:47:05] OCR Snapshot: N/A | USD/KZT: 460.52 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9908 | Diff: N/A
[09:48:33] OCR Snapshot: N/A | USD/KZT: 460.52 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9908 | Diff: N/A
[09:50:03] OCR Snapshot: N/A | USD/KZT: 460.52 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9908 | Diff: N/A
[09:51:29] OCR Snapshot: N/A | USD/KZT: 460.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9876 | Diff: N/A
[09:52:59] OCR Snapshot: N/A | USD/KZT: 460.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9876 | Diff: N/A
[09:54:28] OCR Snapshot: N/A | USD/KZT: 460.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9876 | Diff: N/A
[09:55:55] OCR Snapshot: N/A | USD/KZT: 460.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9876 | Diff: N/A
[09:57:23] OCR Snapshot: N/A | USD/KZT: 460.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9876 | Diff: N/A
[09:58:48] OCR Snapshot: N/A | USD/KZT: 460.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9876 | Diff: N/A
[10:00:15] OCR Snapshot: N/A | USD/KZT: 459.44 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9744 | Diff: N/A
[10:01:41] OCR Snapshot: N/A | USD/KZT: 459.44 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9744 | Diff: N/A
[10:03:11] OCR Snapshot: N/A | USD/KZT: 459.44 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9744 | Diff: N/A
[10:04:40] OCR Snapshot: N/A | USD/KZT: 459.44 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9744 | Diff: N/A
[10:06:07] OCR Snapshot: N/A | USD/KZT: 459.44 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9744 | Diff: N/A
[10:07:31] OCR Snapshot: N/A | USD/KZT: 459.44 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9744 | Diff: N/A
[10:09:01] OCR Snapshot: N/A | USD/KZT: 459.44 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9744 | Diff: N/A
[10:10:29] OCR Snapshot: N/A | USD/KZT: 459.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9730 | Diff: N/A
[10:11:56] OCR Snapshot: N/A | USD/KZT: 459.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9730 | Diff: N/A
[10:13:26] OCR Snapshot: N/A | USD/KZT: 459.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9730 | Diff: N/A
[10:14:54] OCR Snapshot: N/A | USD/KZT: 459.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9730 | Diff: N/A
[10:16:24] OCR Snapshot: N/A | USD/KZT: 459.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9730 | Diff: N/A
